,trackId,preview_url,mood
32,0m7TguDgLue2LCaDF7B4qx,https://p.scdn.co/mp3-preview/d7b9e7373a8bb67695c1f2c68e78f812a0df56c6?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
33,3yOlyBJuViE2YSGn3nVE1K,https://p.scdn.co/mp3-preview/f4d0ff165605108542de7358547443d1a9f33fe3?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
34,61ZM92T2zaXIVsqncThQzC,https://p.scdn.co/mp3-preview/19773e659d2726636b01392066a5c4c5b13d5d8f?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
35,7LjEQ8GsQiUNVakV6TZI0e,https://p.scdn.co/mp3-preview/ca5e604c345ed358d0016084f4367364e6a75a52?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
36,7i9AEaOWJrfVBsinUSefma,https://p.scdn.co/mp3-preview/f29c59dcc7892dd66275da4e767fdd5e1191339d?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
37,6xZ4Q2k2ompmDppyeESIY8,https://p.scdn.co/mp3-preview/07c282084563ef61b97b04a0f82b4e7235c8b6ee?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
38,7xD2RwHn65lTpFS0DVMvpS,https://p.scdn.co/mp3-preview/0b2a9d55531e79b0e47b9a9e74295178ef2d3d7a?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
39,3H3r2nKWa3Yk5gt8xgmsEt,https://p.scdn.co/mp3-preview/3c60b1d62c274d479c3fe5b4931062150fbcbe5d?cid=9ba8560ce44540a8a907412d26cedc64,SAD
40,2qG81jL9UIP54uS8gYyP4k,https://p.scdn.co/mp3-preview/5f3dc3f43e1d60210ed9fae3d65dabd979ca2ff7?cid=9ba8560ce44540a8a907412d26cedc64,SAD
41,5dn6QANKbf76pANGjMBida,https://p.scdn.co/mp3-preview/ffd02afb29f103dd4010010a1521f83181c7fa93?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
42,0GWYApQBwErVPkyXYCTJjI,https://p.scdn.co/mp3-preview/143c9528a599ab498dddf16fd5b5465e6984a6c6?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
43,2xAr5bhItmWXW6P5aYMOwI,https://p.scdn.co/mp3-preview/0d547f7166293c04a63e11d24cdc88376ebb54e0?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
44,6TNWeqDnqdqIQWYMWZmzTA,https://p.scdn.co/mp3-preview/fcc9e7e6dc2a1628e7b101bc2c65e59c347175d4?cid=9ba8560ce44540a8a907412d26cedc64,SAD
45,58AGoOGbwsQMhBbH0eFLRR,https://p.scdn.co/mp3-preview/acb8090a47526a5ba6b9d5baec8497d2eecaaf35?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
46,3fEoJxnPpfIHwFHKiFtqbA,https://p.scdn.co/mp3-preview/06385bef21846d6ae47d06c8fdef2402d6d46735?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
47,6KiEsqGg0HBOSMflVH7Onx,https://p.scdn.co/mp3-preview/756b3b0f0c5bfdcf1a6ca4c72d0cdebb0b76800f?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
48,3FGiFUJRRp5RGikVrs6kig,https://p.scdn.co/mp3-preview/9d8a8f7e91022a321b1980d1c5a4267d9eec6883?cid=9ba8560ce44540a8a907412d26cedc64,SAD
49,2W4yABdLc4Jnds67Poi5Nl,https://p.scdn.co/mp3-preview/50e8f9fbb9aa384e554c261c0a8701d411ceffdb?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
50,0bMbDctzMmTyK2j74j3nF3,https://p.scdn.co/mp3-preview/d987c40751aa0ea8530d7e3f3646efbc83057765?cid=9ba8560ce44540a8a907412d26cedc64,SAD
51,6LcauUZjF1eXQrgqMUecHX,https://p.scdn.co/mp3-preview/8fc019547a3bcf54f51b4a99ebb576a56ab16622?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
