,trackId,preview_url,mood
0,47EiUVwUp4C9fGccaPuUCS,https://p.scdn.co/mp3-preview/edd9bea2e66b14169f8bbfa45a78b6599b14160a?cid=9ba8560ce44540a8a907412d26cedc64,SAD
1,3tjFYV6RSFtuktYl3ZtYcq,https://p.scdn.co/mp3-preview/45cb08fdb67744ab7f1f172bb750e9c10415c37a?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
2,4Oun2ylbjFKMPTiaSbbCih,https://p.scdn.co/mp3-preview/1ca9e7769467092ff12a0aee336488ce1b53501c?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
3,249gnXrbfmV8NG6jTEMSwD,https://p.scdn.co/mp3-preview/9dc29ff47cbdda2d3c5a66b3fabf9c7420f62950?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
4,5JqZ3oqF00jkT81foAFvqg,https://p.scdn.co/mp3-preview/993e160238e38b9d7f62106bf974228af84d7d48?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
5,4saklk6nie3yiGePpBwUoc,https://p.scdn.co/mp3-preview/a707728846c105f4d8552b8546c30b121bf517f0?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
6,0bYg9bo50gSsH3LtXe2SQn,https://p.scdn.co/mp3-preview/bbafd15ff484394a0ca106d5fef0a81eeea4ef5b?cid=9ba8560ce44540a8a907412d26cedc64,SAD
7,6zFMeegAMYQo0mt8rXtrli,https://p.scdn.co/mp3-preview/1a3815e2255842f57ffccc5941dba4ab95153167?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
8,4DuUwzP4ALMqpquHU0ltAB,https://p.scdn.co/mp3-preview/e7da4d93114e11403af78dbc7bb3a69832c85126?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
9,0A1hoCfMLkiAgvhWkkucJa,https://p.scdn.co/mp3-preview/944a2a1174c9e2019b0104049dd2a8f03b3c0b30?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
10,6AGOKlMZWLCaEJGnaROtF9,https://p.scdn.co/mp3-preview/43e2f68fc66eb394aebab52b14afde64607f0e77?cid=9ba8560ce44540a8a907412d26cedc64,SAD
11,2FRnf9qhLbvw8fu4IBXx78,https://p.scdn.co/mp3-preview/ad0a6b7428ef900b169449b24c335d885dc029d0?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
12,1IcR6RlgvDczfvoWJSSY2A,https://p.scdn.co/mp3-preview/275c9394f2dce03245d4b6861eec4a40036ae82c?cid=9ba8560ce44540a8a907412d26cedc64,SAD
13,5vGLcdRuSbUhD8ScwsGSdA,https://p.scdn.co/mp3-preview/baeb671e7f235d4a7a1a2fbb9b1d49dc48715b44?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
14,5nujrmhLynf4yMoMtj8AQF,https://p.scdn.co/mp3-preview/cc617f669fd1e3ee33a4ac0c66346fefd15286e7?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
15,6IBcOGPsniK3Pso1wHIhew,https://p.scdn.co/mp3-preview/94b0485d231fd4b12f178cef4d10021bcb6c3bf0?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
16,08TILUAN56HJoS1d9mNRty,https://p.scdn.co/mp3-preview/ce6a60d3fec3ba191536f857b2c962369aef8822?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
17,0GzuHFG4Ql6DoyxFRnIk3F,https://p.scdn.co/mp3-preview/387b491a7a8a2200379386e98f2f4a95506bb107?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
18,3qgPpwtuRu5oP8EtFSj8HE,https://p.scdn.co/mp3-preview/716317fd097e12af9047d25b603de631df672c19?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
19,0lLdorYw7lVrJydTINhWdI,https://p.scdn.co/mp3-preview/798a8bc5a7a95ccad75648a63bc50aa755dc2289?cid=9ba8560ce44540a8a907412d26cedc64,SAD
20,2MbdDtCv5LUVjYy9RuGTgC,https://p.scdn.co/mp3-preview/3748f897bbea6068b383ea857ace01b9a5236a06?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
21,6UelLqGlWMcVH1E5c4H7lY,https://p.scdn.co/mp3-preview/0c51b5f7ed852504844feebfb4f4b7f099452662?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
22,1VLtjHwRWOVJiE5Py7JxoQ,https://p.scdn.co/mp3-preview/c3a29031fae3d7ec39e63efa734da8595be6a916?cid=9ba8560ce44540a8a907412d26cedc64,HAPPY
23,45bE4HXI0AwGZXfZtMp8JR,https://p.scdn.co/mp3-preview/47afb10323067e827310e5898e4d52c8bdbe72ee?cid=9ba8560ce44540a8a907412d26cedc64,SAD
24,4aarlAfLKVCTxUDNgbwhjH,https://p.scdn.co/mp3-preview/07b7e3c23daf5d3a11fb62578b53750919b20fea?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
25,3QH8rQGNFX8VLbCgZ7uPTS,https://p.scdn.co/mp3-preview/178a7c05e3f026a21d2ba6ffce794d3809a1619c?cid=9ba8560ce44540a8a907412d26cedc64,ENERGETIC
